name,dob,race,address,email,children,has_kids,car,income,sqft,sleephours,pet
"Debose, Gregory",1926-11-02,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Debose@gmail.com,1,Yes,Lincoln Continental,110293,1201,5.327194871875699,cat
"Priselac, Gilda",1972-05-02,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Priselac@gmail.com,0,No,Toyota Corona,58482,1785,6.584819444704513,none
"Lee, Alexandre",1925-11-06,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Lee@yahoo.com,0,No,Datsun 710,103626,2236,7.036264798036991,none
"Nguyen, Sara",1968-08-28,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Nguyen@gmail.com,0,No,Mazda RX4 Wag,1793,1218,6.01792501905682,cat
"Sisneroz, Stephanie",1945-04-13,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Sisneroz@yahoo.com,3,Yes,Hornet 4 Drive,57491,3602,4.931180026620046,dog
"el-Mowad, Numair",1963-08-24,White,"23498 Abbey Road Philadeplhia PE, 19403",el-Mowad@hotmail.com,2,Yes,AMC Javelin,142265,2403,5.566984518960885,none
"al-Morad, Shajee'a",1966-03-27,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,al-Morad@gmail.com,0,No,Merc 230,196835,3168,7.968352235750105,dog
"Salser, Sonia",1993-07-26,Hispanic,123 Main St Chicago Ik 23948,Salser@yahoo.com,2,Yes,Datsun 710,23026,2400,4.6726960919352845,none
"Israel, Keili",1946-09-16,Black/AA,123 Main St Chicago Ik 23948,Israel@outlook.com,0,No,Ferrari Dino,247344,3673,8.47344177985877,none
"Hammett, Kayden",2003-01-24,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Hammett@yahoo.com,0,No,Valiant,77479,1975,6.774793380165194,cat
"el-Tamer, Naazim",1939-10-29,White,"23498 Abbey Road Philadeplhia PE, 19403",el-Tamer@yahoo.com,1,Yes,Chrysler Imperial,98594,1201,5.239457183711216,cat
"Grohman, Simcha",1975-02-20,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Grohman@gmail.com,0,No,Maserati Bora,140308,2603,7.40308145649492,cat
"Tucker, Armando",1934-05-07,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Tucker@outlook.com,1,Yes,Toyota Corolla,177691,1202,5.832681469367586,none
"Huang, Prisca",1990-02-21,White,"10 HWY 15 Philadelphia, PA, 19147",Huang@outlook.com,2,Yes,Honda Civic,26762,2401,4.700718023426612,cat
"Ismail, Savana",1946-10-12,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Ismail@gmail.com,0,No,Merc 450SL,20987,1410,6.2098695296467366,none
"Saltiel, Aspen",1975-02-05,White,"23498 Abbey Road Philadeplhia PE, 19403",Saltiel@yahoo.com,0,No,Hornet Sportabout,202385,3224,8.02384866139261,dog
"Murray, Valencia",1965-08-07,White,"10 HWY 15 Philadelphia, PA, 19147",Murray@yahoo.com,2,Yes,Valiant,8338,2400,4.562536258081974,none
"Muniz, Maria",1922-10-25,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Muniz@hotmail.com,0,No,Pontiac Firebird,8166,1282,6.0816622555751545,none
"Kohrs, Mckenzie",1997-06-05,White,123 Main St Chicago Ik 23948,Kohrs@gmail.com,8,Yes,Honda Civic,144715,9612,5.585362894833115,dog
"Smith, Dawit",1985-01-21,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Smith@outlook.com,0,No,Merc 450SE,9920,1299,6.099197526858948,cat
"Bradford-Jones, Evan",1958-03-05,White,"23498 Abbey Road Philadeplhia PE, 19403",Bradford-Jones@gmail.com,1,Yes,Maserati Bora,68340,1201,5.012552546988908,none
"Baeza, Adrian",1966-09-21,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Baeza@hotmail.com,1,Yes,Hornet 4 Drive,48332,1200,4.862487362547362,cat
"Palmer, Richard",1965-05-08,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Palmer@aol.com,0,No,Toyota Corolla,93560,2136,6.93559720282116,none
"Gilkey, Giovanni",1928-10-06,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Gilkey@outlook.com,0,No,Camaro Z28,34640,1546,6.3464047735986515,dog
"Mor, Eugene",1938-01-03,White,"23498 Abbey Road Philadeplhia PE, 19403",Mor@yahoo.com,0,No,Fiat X1-9,86728,2067,6.867281712178199,none
"Velasco, Ignacio",2004-07-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Velasco@yahoo.com,0,No,Merc 240D,70679,1907,6.706786627298908,cat
"O'Neal, Zengda",1934-07-12,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",O'Neal@hotmail.com,0,No,Fiat 128,60461,1805,6.604605650794389,cat
"Hahn, Hadley",1987-11-20,White,"10 HWY 15 Philadelphia, PA, 19147",Hahn@yahoo.com,0,No,Pontiac Firebird,74530,1945,6.7452966455872385,none
"el-Akram, Muzna",1923-03-03,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Akram@yahoo.com,9,Yes,Merc 240D,89921,10808,5.174408176060934,none
"Terrell, Cameron",1932-08-26,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Terrell@gmail.com,2,Yes,Ferrari Dino,58307,2401,4.937304634604565,cat
"Nguyen, Jastina",1938-07-30,White,123 Main St Chicago Ik 23948,Nguyen@aol.com,2,Yes,Fiat 128,137038,2403,5.527788579943845,dog
"Jennings, Ryan",2003-06-23,White,123 Main St Chicago Ik 23948,Jennings@hotmail.com,0,No,Lincoln Continental,24767,1448,6.247669509639633,none
"al-Mitri, Sahl",1954-09-07,Two or more,8234 Chester Ave Chapel Hill NC 27514,al-Mitri@yahoo.com,0,No,AMC Javelin,60853,1809,6.608529390227367,none
"Tran, John",1947-11-20,White,Elvis Presley Blvd MEMPHIS tn 38116,Tran@aol.com,1,Yes,Merc 450SLC,28154,1200,4.711152334607841,none
"Chavez, Kristel",1940-11-16,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Chavez@aol.com,0,No,AMC Javelin,42168,1622,6.4216830154415705,none
"Barrett, Brianna",1998-12-09,White,"23498 Abbey Road Philadeplhia PE, 19403",Barrett@gmail.com,2,Yes,Toyota Corolla,37653,2401,4.782400200531205,none
"el-Moghaddam, Nabeel",1941-04-11,White,"23498 Abbey Road Philadeplhia PE, 19403",el-Moghaddam@outlook.com,2,Yes,Merc 280,7176,2400,4.55381791945605,none
"el-Sinai, Naseefa",1928-07-22,NHOPI,"10 HWY 15 Philadelphia, PA, 19147",el-Sinai@yahoo.com,3,Yes,Merc 450SE,123602,3604,5.427014448311981,dog
"Bills, Shelby",1925-05-28,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Bills@yahoo.com,0,No,Toyota Corona,13804,1338,6.1380443990347615,dog
"al-Mahmood, Awda",1954-05-04,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",al-Mahmood@hotmail.com,0,No,Camaro Z28,7650,1276,6.076495511445395,cat
"Hild, Austin",1998-06-13,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Hild@gmail.com,6,Yes,Hornet Sportabout,24207,7201,4.681555947862922,none
"Ruiz Lechuga, Danielle",1985-10-15,AIAN,"23498 Abbey Road Philadeplhia PE, 19403",Ruiz Lechuga@aol.com,0,No,Duster 360,48812,1688,6.488117142443193,none
"Diaz, Pedro",1937-12-30,White,"10 HWY 15 Philadelphia, PA, 19147",Diaz@aol.com,2,Yes,AMC Javelin,52340,2401,4.892548604053832,cat
"Corona, Elias",1948-09-15,White,"10 HWY 15 Philadelphia, PA, 19147",Corona@aol.com,1,Yes,Duster 360,58985,1201,4.942387533484024,cat
"al-Rad, Nadiyya",1998-01-21,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Rad@yahoo.com,0,No,Pontiac Firebird,106567,2266,7.065672180848829,none
"al-Kader, Jaleela",1989-06-04,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",al-Kader@hotmail.com,0,No,Valiant,61057,1811,6.610568551185085,cat
"Pielsticker, Hanbin",1995-01-24,White,Elvis Presley Blvd MEMPHIS tn 38116,Pielsticker@outlook.com,0,No,Camaro Z28,26038,1460,6.2603819495688295,dog
"Lopez, Jassiel",1982-03-16,White,"23498 Abbey Road Philadeplhia PE, 19403",Lopez@outlook.com,3,Yes,Toyota Corolla,15685,3600,4.617638924307212,none
"Oh, Jacob",1954-06-15,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Oh@aol.com,0,No,Volvo 142E,95544,2155,6.9554433331945305,cat
"el-Safi, Abdul Noor",1985-05-05,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,el-Safi@outlook.com,0,No,Hornet 4 Drive,14156,1342,6.1415568830546565,cat
"Frick, Bradley",1945-08-23,White,"23498 Abbey Road Philadeplhia PE, 19403",Frick@yahoo.com,0,No,Mazda RX4,13892,1339,6.138917337855507,none
"Milburn, Matea",1986-02-08,Two or more,123 Main St Chicago Ik 23948,Milburn@aol.com,0,No,Chrysler Imperial,133937,2539,7.33937095446709,none
"Bluford, Selena",1954-12-14,White,Elvis Presley Blvd MEMPHIS tn 38116,Bluford@yahoo.com,7,Yes,Toyota Corolla,11545,8401,4.586590397226383,cat
"Holliday, Joseph",1979-06-26,White,Elvis Presley Blvd MEMPHIS tn 38116,Holliday@hotmail.com,0,No,Porsche 914-2,204597,3246,8.045972968879134,dog
"Goodell, David",1952-06-06,White,8234 Chester Ave Chapel Hill NC 27514,Goodell@gmail.com,0,No,Toyota Corona,50168,1702,6.501680359074357,none
"Hudson, Anna",1983-06-20,White,8234 Chester Ave Chapel Hill NC 27514,Hudson@aol.com,2,Yes,Dodge Challenger,70097,2401,5.025727738878103,none
"Noa, Sana",1997-07-04,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Noa@gmail.com,0,No,Lotus Europa,26874,1469,6.2687376466411715,none
"al-Arafat, Hasnaa",1920-01-18,White,123 Main St Chicago Ik 23948,al-Arafat@hotmail.com,1,Yes,AMC Javelin,83496,1201,5.126221703872557,parrot
"Zarinegar, Travis",1942-12-06,Two or more,123 Main St Chicago Ik 23948,Zarinegar@gmail.com,3,Yes,Honda Civic,54140,3602,4.906048679555092,parrot
"al-Samra, Taqi",1950-06-12,White,"10 HWY 15 Philadelphia, PA, 19147",al-Samra@aol.com,2,Yes,Toyota Corolla,202200,2404,6.016500483720138,none
"Cox, Aron",1988-11-05,White,Elvis Presley Blvd MEMPHIS tn 38116,Cox@hotmail.com,2,Yes,Maserati Bora,3601,2400,4.527004721656536,none
"Tejada, Gabriel",1986-08-16,White,8234 Chester Ave Chapel Hill NC 27514,Tejada@aol.com,0,No,Camaro Z28,80395,2004,6.803948076125842,none
"Lebron, Matthew",1969-04-19,White,"23498 Abbey Road Philadeplhia PE, 19403",Lebron@yahoo.com,3,Yes,Camaro Z28,37144,3601,4.778580710660834,none
"Jones, Tianna",1989-08-11,White,"23498 Abbey Road Philadeplhia PE, 19403",Jones@aol.com,0,No,Merc 230,77809,1978,6.778089310011182,cat
"Ojeda Vargas, Cassandra",1971-01-20,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Ojeda Vargas@gmail.com,0,No,AMC Javelin,157,1202,6.001573368999848,cat
"Starling, Marcus",1960-06-24,White,"23498 Abbey Road Philadeplhia PE, 19403",Starling@gmail.com,1,Yes,Lincoln Continental,19247,1200,4.644354684182532,cat
"al-Shariff, Faraah",1920-09-15,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",al-Shariff@yahoo.com,2,Yes,Merc 240D,31373,2401,4.73529623943691,none
"Hayward, Rachelle",1950-11-28,White,123 Main St Chicago Ik 23948,Hayward@outlook.com,0,No,Mazda RX4,218162,3382,8.181616664732996,none
"Hopkins, Nicholas",1920-06-27,White,123 Main St Chicago Ik 23948,Hopkins@gmail.com,3,Yes,Lotus Europa,26169,3601,4.696266067873033,dog
"al-Din, Ameera",1959-10-09,White,Elvis Presley Blvd MEMPHIS tn 38116,al-Din@gmail.com,2,Yes,Lincoln Continental,41751,2401,4.8131359778000355,none
"el-Rahaim, Abdur Razzaaq",1956-10-29,White,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Rahaim@hotmail.com,2,Yes,Lotus Europa,2309,2400,4.517317290874221,cat
"Thompson, Deandre",1940-03-05,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Thompson@gmail.com,1,Yes,Hornet 4 Drive,108170,1201,5.311274436628249,dog
"Cossins, Zachary",1987-09-29,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Cossins@hotmail.com,0,No,AMC Javelin,22367,1424,6.2236737552136345,none
"Ehlers, Darshae",1943-04-14,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Ehlers@gmail.com,0,No,Toyota Corolla,22259,1423,6.222591359504617,dog
"Shade, Julian",1926-08-17,White,Elvis Presley Blvd MEMPHIS tn 38116,Shade@hotmail.com,3,Yes,Duster 360,24997,3601,4.687473774977935,none
"Harrington, David",1954-04-25,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Harrington@hotmail.com,0,No,Ford Pantera L,113254,2333,7.132540243081977,dog
"May, Raven",1928-06-05,White,432 Azalea Rd Apt 2b Wilmington NC 28415,May@gmail.com,0,No,Duster 360,67197,1872,6.671971236228992,none
"el-Abad, Shukriyya",1968-08-21,White,123 Main St Chicago Ik 23948,el-Abad@hotmail.com,1,Yes,Honda Civic,45469,1200,4.841016008262464,dog
"Berry, Alex",1969-02-24,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Berry@aol.com,2,Yes,AMC Javelin,22000,2400,4.664997997460006,dog
"Barraza, Corinne",1986-07-08,White,8234 Chester Ave Chapel Hill NC 27514,Barraza@yahoo.com,0,No,AMC Javelin,53285,1733,6.532846937955133,none
"Aguilar De La Cruz, Jorge",1956-02-19,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Aguilar De La Cruz@outlook.com,0,No,Lotus Europa,45858,1659,6.458578766102731,none
"Welton, Khadija",1922-05-03,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Welton@gmail.com,3,Yes,Merc 450SE,32914,3601,4.746856103432411,cat
"Bell, Octavia",1961-02-07,Asian,123 Main St Chicago Ik 23948,Bell@hotmail.com,0,No,Hornet 4 Drive,38482,1585,6.384823573061709,none
"Mckinley, Destinee",1977-10-08,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Mckinley@outlook.com,0,No,Maserati Bora,22941,1429,6.229407879753172,none
"Kearns, Nischay",1986-03-09,White,"23498 Abbey Road Philadeplhia PE, 19403",Kearns@outlook.com,0,No,Pontiac Firebird,42735,1627,6.427349081201596,dog
"Ramirez Carreon, Veronica",1985-07-16,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Ramirez Carreon@hotmail.com,1,Yes,Merc 280C,138939,1201,5.542039865757831,none
"Hernandez, Doris",1938-10-09,White,"10 HWY 15 Philadelphia, PA, 19147",Hernandez@gmail.com,0,No,Dodge Challenger,43260,1633,6.4325977217145756,none
"al-Farrah, Shuraih",1933-06-06,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Farrah@gmail.com,3,Yes,Camaro Z28,17896,3601,4.634218639686477,cat
"Aguirre, Ana",1957-09-09,Hispanic,123 Main St Chicago Ik 23948,Aguirre@gmail.com,3,Yes,Hornet 4 Drive,152302,3605,5.642264093453938,cat
"Tran, Harmandeep",1963-05-04,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Tran@outlook.com,1,Yes,Fiat X1-9,7015,1200,4.552615635104074,none
"el-Nasir, Suhail",1972-01-07,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,el-Nasir@yahoo.com,1,Yes,Toyota Corona,95857,1201,5.218929620684472,none
"Downs, Rebecca",1995-07-07,White,Elvis Presley Blvd MEMPHIS tn 38116,Downs@aol.com,0,No,Honda Civic,109138,2291,7.09138296104178,dog
"Velasquez, Rochell",1941-10-23,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Velasquez@hotmail.com,0,No,Merc 450SL,31399,1514,6.313987520198587,none
"Sella, Shelby",1976-11-30,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Sella@outlook.com,2,Yes,Hornet 4 Drive,56535,2401,4.924008993707302,dog
"al-Hatem, Fikriyya",1951-10-20,White,123 Main St Chicago Ik 23948,al-Hatem@gmail.com,1,Yes,Maserati Bora,191007,1202,5.932551672581146,dog
"Halaseh, Sky",1969-06-22,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Halaseh@yahoo.com,1,Yes,Toyota Corolla,37295,1200,4.779709472395458,none
"Zartman, Jessica",1994-08-18,White,Elvis Presley Blvd MEMPHIS tn 38116,Zartman@yahoo.com,0,No,Camaro Z28,26244,1462,6.262437301059941,none
"Rodriguez-Garcia, Isaiah",1974-02-12,Black/AA,123 Main St Chicago Ik 23948,Rodriguez-Garcia@hotmail.com,0,No,Mazda RX4,55538,1755,6.555380534725814,none
"Galdean, Jose",1998-05-20,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Galdean@hotmail.com,0,No,Ferrari Dino,40652,1607,6.406516305794273,none
"Datta, Anna",1996-05-21,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Datta@yahoo.com,1,Yes,Hornet Sportabout,2931,1200,4.521982290951038,none
"Williams, Benjamin",1992-10-12,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Williams@aol.com,7,Yes,Merc 450SE,159482,8411,5.696117725308501,dog
"Mckay, Tyrel",1959-11-21,White,Elvis Presley Blvd MEMPHIS tn 38116,Mckay@yahoo.com,2,Yes,Fiat 128,76202,2402,5.071516358002481,cat
"Dagdagan, Joseph",1997-09-06,White,"23498 Abbey Road Philadeplhia PE, 19403",Dagdagan@hotmail.com,0,No,Honda Civic,76817,1968,6.768171888716402,none
"Evans, Wesley",1927-07-09,White,Elvis Presley Blvd MEMPHIS tn 38116,Evans@outlook.com,4,Yes,Valiant,49904,4802,4.874277634055927,none
"Chang, Robert",1929-09-28,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Chang@outlook.com,0,No,Merc 280C,105996,2260,7.059959907192761,none
"el-Sadiq, Musaddiq",1991-10-01,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",el-Sadiq@yahoo.com,0,No,Toyota Corolla,96498,2165,6.964976089559645,cat
"el-Farooq, Azeeza",1963-05-14,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Farooq@aol.com,0,No,AMC Javelin,38205,1582,6.382045627251487,none
"Hishinuma, Kele",1952-01-04,White,"23498 Abbey Road Philadeplhia PE, 19403",Hishinuma@yahoo.com,5,Yes,Dodge Challenger,89038,6004,5.16778863105082,dog
"Doring, Gregory",1996-12-07,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Doring@hotmail.com,6,Yes,Merc 450SL,45059,7203,4.837946004945254,dog
"Reddell, Autumn",1961-11-03,White,"23498 Abbey Road Philadeplhia PE, 19403",Reddell@hotmail.com,1,Yes,Ford Pantera L,56516,1201,4.923866795056001,dog
"Maynard, Olivia",1957-09-12,White,Elvis Presley Blvd MEMPHIS tn 38116,Maynard@yahoo.com,2,Yes,Dodge Challenger,87185,2402,5.153890463496449,none
"Hoffmann, Muajkoob",1923-08-07,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,Hoffmann@gmail.com,0,No,Merc 280,21060,1411,6.210596777926104,dog
"Rivera, Adrian",1959-09-07,Asian,"10 HWY 15 Philadelphia, PA, 19147",Rivera@outlook.com,0,No,AMC Javelin,43717,1637,6.437172369415967,dog
"el-Waheed, Faheem",1990-05-10,Asian,8234 Chester Ave Chapel Hill NC 27514,el-Waheed@hotmail.com,0,No,Cadillac Fleetwood,64387,1844,6.6438704902921195,cat
"Huang, Benjamin",1923-01-26,White,Elvis Presley Blvd MEMPHIS tn 38116,Huang@gmail.com,0,No,Merc 450SE,122084,2421,7.220840682087926,cat
"Cayou, Lauren",1942-05-13,White,"10 HWY 15 Philadelphia, PA, 19147",Cayou@yahoo.com,2,Yes,Mazda RX4,258592,2405,6.439438887970856,cat
"Mills, Cass",1933-11-06,Black/AA,123 Main St Chicago Ik 23948,Mills@outlook.com,1,Yes,Mazda RX4 Wag,91702,1201,5.187764391117922,none
"al-Anwar, Abdul Fattaah",1944-10-13,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Anwar@gmail.com,0,No,Valiant,71636,1916,6.716356357567807,none
"Frank, Jacob",1952-05-11,White,"23498 Abbey Road Philadeplhia PE, 19403",Frank@hotmail.com,0,No,Lincoln Continental,35353,1554,6.353526679688421,cat
"Ellis, Reese",1989-11-30,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Ellis@gmail.com,0,No,Maserati Bora,22066,1421,6.2206568139337115,cat
"Wu, Thanhtai",1965-02-10,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Wu@yahoo.com,0,No,AMC Javelin,132215,2522,7.322153727365452,cat
"el-Abid, Rifaah",1974-03-16,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",el-Abid@aol.com,0,No,Camaro Z28,143250,2633,7.432503135671165,none
"Etsitty, Sierra",1972-12-06,White,"10 HWY 15 Philadelphia, PA, 19147",Etsitty@yahoo.com,0,No,Toyota Corona,36199,1562,6.361994462519752,none
"Acosta, Springwind",1941-09-03,White,8234 Chester Ave Chapel Hill NC 27514,Acosta@gmail.com,0,No,Camaro Z28,50653,1707,6.50653242978205,cat
"al-Assaf, Tufail",1933-06-28,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Assaf@hotmail.com,0,No,Pontiac Firebird,140342,2603,7.403417201518211,none
"Dodson, Kailey",1978-03-21,White,123 Main St Chicago Ik 23948,Dodson@gmail.com,0,No,Hornet 4 Drive,59841,1798,6.598405589829351,dog
"al-Harroun, Fareeda",1993-03-17,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Harroun@aol.com,0,No,Pontiac Firebird,63659,1837,6.636589995460491,dog
"Dunlap, Jackson",1939-05-14,White,"10 HWY 15 Philadelphia, PA, 19147",Dunlap@aol.com,2,Yes,Porsche 914-2,1240,2400,4.509300441854181,none
"Gonzales, Christian",1938-09-16,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Gonzales@hotmail.com,3,Yes,Fiat X1-9,142219,3604,5.566646018464161,none
"Cruz, Christopher",1928-04-18,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Cruz@hotmail.com,0,No,Merc 450SLC,168298,2883,7.682983193066891,none
"Hopkins, Alysa",1977-04-19,White,"23498 Abbey Road Philadeplhia PE, 19403",Hopkins@hotmail.com,0,No,Fiat X1-9,75792,1958,6.757915739880769,cat
"Lopez, Alicia",1929-05-16,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Lopez@outlook.com,1,Yes,Toyota Corolla,17536,1200,4.63151770013672,cat
"el-Younan, Sitaara",1988-03-16,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",el-Younan@aol.com,0,No,Duster 360,48469,1685,6.484694117471709,none
"Sillero, David",1950-08-09,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Sillero@outlook.com,1,Yes,Dodge Challenger,179538,1202,5.846538545944721,cat
"al-Mitri, Mashal",1959-12-18,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",al-Mitri@aol.com,2,Yes,Merc 280,244497,2405,6.333726165773156,none
"Nichols, Kaleb",1955-01-25,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Nichols@outlook.com,1,Yes,Toyota Corona,108459,1201,5.313445164050686,cat
"Gray, Ashley",1971-06-15,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Gray@aol.com,2,Yes,Honda Civic,60062,2401,4.950462200962971,cat
"Bruce, Tyler",1984-12-29,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Bruce@aol.com,1,Yes,Cadillac Fleetwood,55477,1201,4.916076646873132,none
"al-Abraham, Nada",1997-12-16,Two or more,8234 Chester Ave Chapel Hill NC 27514,al-Abraham@gmail.com,0,No,Chrysler Imperial,189008,3090,7.890076859467951,cat
"el-Rahimi, Zubair",2000-09-28,White,"10 HWY 15 Philadelphia, PA, 19147",el-Rahimi@yahoo.com,0,No,Merc 230,14566,1346,6.145657716771287,cat
"Macon-Robinson, Donald",2005-01-22,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Macon-Robinson@aol.com,0,No,Mazda RX4,129599,2496,7.295994205064581,cat
"Curtis, Stephon",1948-12-18,White,Elvis Presley Blvd MEMPHIS tn 38116,Curtis@gmail.com,0,No,Merc 450SE,37372,1574,6.37371944349057,none
"Elizondo, Matthew",1974-09-27,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Elizondo@gmail.com,1,Yes,Merc 280,85418,1201,5.140637085198113,cat
"Neal, Davonne",1959-03-24,White,123 Main St Chicago Ik 23948,Neal@aol.com,1,Yes,Ferrari Dino,255649,1203,6.417370415087495,cat
"Mcgee, Dominic",1957-05-04,White,"23498 Abbey Road Philadeplhia PE, 19403",Mcgee@gmail.com,1,Yes,Hornet Sportabout,24337,1200,4.682524642769293,dog
"Wall, Cynthia",1939-02-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Wall@outlook.com,0,No,Mazda RX4,102706,2227,7.0270597498468454,dog
"Tamayo, Selena",1936-04-29,White,Elvis Presley Blvd MEMPHIS tn 38116,Tamayo@hotmail.com,0,No,Toyota Corona,65708,1857,6.657078277990257,dog
"Martinez, Jasmine",1961-09-02,White,"23498 Abbey Road Philadeplhia PE, 19403",Martinez@yahoo.com,1,Yes,Fiat 128,52648,1201,4.894861692730181,none
"Chavez, Janelle",1952-05-26,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Chavez@gmail.com,1,Yes,Valiant,30045,1200,4.725334495573054,none
"Shaver, Jada",1958-09-09,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Shaver@aol.com,0,No,Cadillac Fleetwood,55617,1756,6.556171509528469,cat
"Dyer, Morgan",1960-08-28,White,123 Main St Chicago Ik 23948,Dyer@outlook.com,0,No,Merc 280,194276,3143,7.9427603160838975,dog
